year,quarter,region,age_group,labor_force_sta,value,unit,source
2557,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.09,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,5.80,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,หางานทำ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.69,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,2.78,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,หางานทำ,0.48,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,4.11,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,0.88,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,4.36,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.23,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,1.67,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,หางานทำ,0.88,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,4.76,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.76,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,3.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,0.89,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,5.82,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.33,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.49,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,7.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,4.19,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,หางานทำ,0.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,2.91,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,0.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.82,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,3.87,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,6.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,หางานทำ,1.02,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.00,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,4.22,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,หางานทำ,1.05,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,6.13,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,2.51,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.62,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,3.89,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,4.95,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,หางานทำ,0.10,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.84,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,4.94,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,หางานทำ,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,4.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.45,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,6.39,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,รวม,3.64,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,หางานทำ,0.61,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.03,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,รวม,15.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,หางานทำ,1.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,รวม,7.45,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,หางานทำ,1.51,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.94,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,รวม,5.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,หางานทำ,1.21,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.49,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,60 ปีขึ้นไป,รวม,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,60 ปีขึ้นไป,ไม่หางานทำ/พร้อมที่จะทำงาน,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,60 ปีขึ้นไป,รวม,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,60 ปีขึ้นไป,ไม่หางานทำ/พร้อมที่จะทำงาน,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,60 ปีขึ้นไป,รวม,0.82,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,60 ปีขึ้นไป,หางานทำ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,60 ปีขึ้นไป,ไม่หางานทำ/พร้อมที่จะทำงาน,0.75,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,60 ปีขึ้นไป,รวม,1.20,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,60 ปีขึ้นไป,ไม่หางานทำ/พร้อมที่จะทำงาน,1.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคเหนือ,60 ปีขึ้นไป,รวม,1.49,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคเหนือ,60 ปีขึ้นไป,หางานทำ,0.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคเหนือ,60 ปีขึ้นไป,ไม่หางานทำ/พร้อมที่จะทำงาน,0.89,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,หางานทำ,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.38,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,รวม,1.41,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,หางานทำ,0.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.98,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,30-34 ปี,รวม,3.33,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,30-34 ปี,หางานทำ,0.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.03,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,รวม,3.30,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,หางานทำ,0.10,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.20,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,รวม,3.63,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,หางานทำ,0.09,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.54,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,รวม,1.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,หางานทำ,0.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคเหนือ,30-34 ปี,รวม,9.42,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.42,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,รวม,10.77,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,หางานทำ,1.11,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.67,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,รวม,6.38,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,หางานทำ,0.92,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคเหนือ,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.47,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,1.08,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,หางานทำ,0.68,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.40,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,0.74,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.74,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,1.11,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.11,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,2.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,หางานทำ,0.91,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,2.76,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.76,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,2.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,1.62,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,หางานทำ,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.94,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,3.18,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,หางานทำ,1.04,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.14,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,1.73,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.73,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,3.00,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,หางานทำ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.88,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,3.49,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,หางานทำ,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,3.93,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,หางานทำ,0.68,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,1.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,หางานทำ,0.29,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.37,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,2.36,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.89,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,3.19,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,หางานทำ,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,3.22,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,หางานทำ,0.90,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,1.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,หางานทำ,0.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,1.29,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,หางานทำ,1.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,4.66,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,หางานทำ,2.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,1.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,หางานทำ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,รวม,3.27,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,หางานทำ,1.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.10,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,รวม,3.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,หางานทำ,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.08,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,รวม,2.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,หางานทำ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.85,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคเหนือ,35-39 ปี,รวม,1.94,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,หางานทำ,2.02,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.82,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,รวม,8.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,หางานทำ,3.18,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.46,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,รวม,5.30,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,หางานทำ,1.58,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.73,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,รวม,10.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,หางานทำ,0.62,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.53,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,รวม,9.60,พันคน,สำนักงานสถิติแห่งชาติ
